loss,acc,test_loss,test_acc
0.15697,0.938,0.77709,0.75625
0.07718,1.000,0.80041,0.73625
0.55046,0.812,0.79881,0.74750
0.24257,0.875,0.79340,0.75000
0.10780,1.000,0.79890,0.74687
0.37847,0.938,0.83527,0.74375
0.04739,1.000,0.87963,0.72813
0.59291,0.688,0.82745,0.73562
0.07103,1.000,0.83796,0.73125
0.04091,1.000,0.81092,0.75000
0.35151,0.875,0.78199,0.75438
0.37192,0.875,0.77093,0.75687
0.13809,0.938,0.77337,0.75250
0.42343,0.812,0.78455,0.74750
1.09194,0.688,0.81438,0.73625
0.29081,0.938,0.81507,0.73313
0.16712,1.000,0.82734,0.74062
0.51930,0.875,0.76369,0.75875
0.33657,0.875,0.75112,0.76938
0.24109,0.938,0.80739,0.74875
0.33484,0.875,0.77826,0.74938
0.31781,0.875,0.80600,0.74625
0.34011,0.812,0.73164,0.76938
0.24418,0.938,0.81709,0.74250
0.63653,0.938,0.76822,0.75500
0.33869,0.812,0.75344,0.75625
0.38863,0.812,0.76702,0.75625
0.28962,0.812,0.76976,0.75625
0.91831,0.688,0.75919,0.76313
0.55545,0.812,0.82912,0.74125
0.54135,0.875,0.75991,0.76313
0.11162,0.938,0.82182,0.74625
0.30136,0.938,0.82567,0.74687
0.65348,0.875,0.78804,0.75313
0.61545,0.812,0.82891,0.74187
0.59050,0.812,0.80014,0.74062
0.17319,0.938,0.78413,0.75500
0.22353,0.938,0.78496,0.76687
0.12503,1.000,0.82464,0.74625
0.18712,0.938,0.82116,0.73938
0.10537,1.000,0.79545,0.74875
0.55084,0.812,0.77215,0.76313
0.23259,0.875,0.77127,0.76125
0.45987,0.812,0.75942,0.76062
0.04270,1.000,0.76036,0.76375
0.25036,0.938,0.79230,0.75500
0.04236,1.000,0.77269,0.76250
0.04619,1.000,0.80050,0.75562
0.33339,0.875,0.79295,0.75375
0.25041,0.938,0.77793,0.76000
0.20929,0.938,0.82260,0.73687
0.83215,0.812,0.79295,0.75562
0.10550,0.938,0.79505,0.75813
0.14217,0.938,0.74105,0.76187
0.16170,0.938,0.83322,0.73500
0.60397,0.875,0.86790,0.72937
0.06177,1.000,0.80974,0.74187
0.42193,0.875,0.83010,0.74187
0.21851,0.938,0.77300,0.74875
0.31541,0.938,0.80498,0.74938
0.17108,0.938,0.78943,0.75125
0.50296,0.750,0.82744,0.73188
0.09243,1.000,0.82602,0.73375
0.35977,0.812,0.85258,0.74187
0.07938,1.000,0.82763,0.72937
0.25647,0.938,0.82607,0.73875
0.48948,0.875,0.80682,0.75438
0.28286,0.938,0.85096,0.74500
0.16733,0.875,0.81375,0.74438
0.03109,1.000,0.81103,0.74813
0.30738,0.875,0.78705,0.75062
0.69827,0.875,0.78745,0.75500
0.15426,0.938,0.79248,0.75562
0.30925,0.875,0.85367,0.73562
0.21588,0.938,0.78567,0.75187
0.05998,1.000,0.81542,0.75250
0.42167,0.812,0.81654,0.75187
0.32592,0.938,0.81410,0.75187
0.06149,1.000,0.81233,0.74813
0.19059,0.938,0.76318,0.76062
0.50128,0.875,0.77640,0.76062
0.61526,0.750,0.82621,0.73250
0.48709,0.875,0.86176,0.73625
0.25883,0.938,0.79387,0.76125
0.38359,0.812,0.81875,0.74750
0.81846,0.688,0.84099,0.73875
0.51353,0.875,0.76412,0.76875
0.48228,0.812,0.77848,0.74562
0.34211,0.875,0.78554,0.75125
0.14830,0.938,0.79713,0.75313
0.23807,0.875,0.81001,0.75375
0.09642,0.938,0.77505,0.76000
0.32080,0.875,0.81415,0.73687
0.03153,1.000,0.78079,0.75313
0.41023,0.875,0.82429,0.75687
0.42937,0.938,0.80807,0.74313
0.08372,1.000,0.87032,0.73000
0.35700,0.875,0.81259,0.75500
0.14708,1.000,0.80349,0.75313
0.29252,0.812,0.81929,0.74375
0.19828,0.938,0.76589,0.76313
0.55312,0.812,0.83116,0.73687
0.30323,0.875,0.80815,0.75687
0.12621,0.938,0.82643,0.74313
0.03934,1.000,0.86282,0.74187
0.28837,0.938,0.81703,0.74438
0.35162,0.812,0.83393,0.73500
0.06607,1.000,0.80568,0.75000
0.18424,0.938,0.80166,0.75125
0.35819,0.875,0.80217,0.75875
0.37774,0.875,0.78470,0.75438
0.26689,0.938,0.80820,0.75187
0.14898,0.938,0.79613,0.74875
0.92774,0.812,0.80155,0.75938
0.40917,0.812,0.79247,0.75687
0.03589,1.000,0.84817,0.73438
0.44679,0.812,0.80135,0.74938
0.77521,0.812,0.78340,0.74875
0.66811,0.750,0.78017,0.74562
0.47975,0.875,0.79411,0.74750
0.55669,0.812,0.76512,0.75750
0.40368,0.875,0.77211,0.76125
0.16666,1.000,0.78167,0.75438
0.60061,0.812,0.80268,0.75187
0.27353,0.938,0.83615,0.74938
0.36429,0.875,0.81283,0.74938
0.13356,1.000,0.82586,0.74625
0.32844,0.938,0.81789,0.74625
0.12865,1.000,0.87969,0.73062
0.45752,0.938,0.81185,0.74813
0.58016,0.875,0.83584,0.73750
0.24712,0.875,0.81497,0.74813
0.14012,1.000,0.84022,0.73875
0.12267,0.938,0.86152,0.73313
0.06538,1.000,0.80192,0.74875
0.32598,0.875,0.80388,0.74125
0.27048,0.938,0.84194,0.73562
0.30905,0.875,0.79292,0.75062
0.10507,1.000,0.80945,0.75250
0.17667,0.938,0.86340,0.73687
0.31035,0.938,0.82726,0.74250
0.14385,0.938,0.83299,0.74000
0.10142,0.938,0.88690,0.72000
0.25737,0.938,0.79660,0.74438
0.23362,0.875,0.83339,0.74250
0.21821,0.938,0.82933,0.74375
0.14914,0.938,0.81709,0.74687
0.44669,0.875,0.81900,0.74250
0.04081,1.000,0.76371,0.76375
0.39113,0.750,0.79862,0.74438
0.90504,0.750,0.81653,0.74000
0.08748,1.000,0.85583,0.74000
0.25534,0.875,0.79765,0.74750
0.09347,1.000,0.83106,0.74313
0.60701,0.938,0.82327,0.74250
0.05764,1.000,0.81183,0.74375
0.50897,0.812,0.86960,0.73188
0.41775,0.812,0.78304,0.75062
0.62239,0.812,0.82219,0.74438
0.26698,0.938,0.81719,0.74500
0.19137,0.938,0.81308,0.75187
0.15140,0.938,0.75093,0.76562
0.11475,0.938,0.81402,0.75250
0.19411,0.938,0.82291,0.74875
0.19516,0.938,0.81854,0.74562
0.22767,0.938,0.80900,0.75687
0.16973,0.938,0.79446,0.74875
0.34872,0.875,0.84666,0.74750
0.34022,0.938,0.80591,0.75438
0.21879,0.875,0.79134,0.75813
0.67564,0.750,0.87221,0.74250
0.07983,1.000,0.81423,0.75313
0.36867,0.812,0.76966,0.75625
0.60632,0.812,0.84157,0.74000
0.25116,0.938,0.83617,0.74000
0.03917,1.000,0.82201,0.74375
0.25309,0.938,0.84432,0.73500
0.27844,0.875,0.79444,0.76000
0.22997,0.875,0.78705,0.76375
0.07703,1.000,0.78283,0.76187
0.04083,1.000,0.84377,0.74500
0.23134,0.938,0.84908,0.73875
0.20524,0.938,0.88849,0.72500
0.23716,0.875,0.79321,0.74250
0.27988,0.875,0.79688,0.74750
0.37066,0.812,0.82041,0.74750
0.26998,0.875,0.80160,0.74438
0.27064,0.938,0.83533,0.75562
0.20161,0.938,0.81792,0.75562
0.27682,0.875,0.82674,0.74938
0.75753,0.750,0.87214,0.72688
0.30252,0.812,0.81883,0.74438
0.05356,1.000,0.79578,0.75750
0.11939,0.938,0.82682,0.74625
0.19343,0.938,0.88579,0.73813
0.31735,0.750,0.82613,0.75062
0.05404,1.000,0.84192,0.73875
0.42682,0.875,0.85327,0.73375
0.46281,0.875,0.79068,0.74500
0.16945,0.938,0.80927,0.74625
0.34948,0.938,0.77775,0.76250
0.12310,0.938,0.83204,0.75250
0.11489,0.938,0.85842,0.73687
0.20362,0.938,0.83768,0.75062
0.60571,0.938,0.83971,0.73000
0.65550,0.750,0.80694,0.74875
0.17816,0.938,0.80603,0.75687
0.14044,0.938,0.81382,0.75500
0.16484,0.875,0.82325,0.74250
0.03267,1.000,0.82192,0.74000
0.11326,0.938,0.91813,0.73000
0.09266,0.938,0.82228,0.75125
0.23864,0.938,0.81404,0.75438
0.11804,1.000,0.82994,0.74062
0.04269,1.000,0.78366,0.75938
0.30562,0.875,0.75944,0.77438
0.50464,0.875,0.78708,0.76375
0.22247,0.938,0.78080,0.76625
0.21553,0.875,0.84063,0.74687
0.09992,1.000,0.77739,0.75500
0.18003,0.938,0.80856,0.73562
0.17048,0.938,0.77848,0.75313
0.10995,1.000,0.79055,0.75625
0.32031,0.938,0.83399,0.73500
0.21623,0.875,0.76822,0.75750
0.18587,0.938,0.80324,0.74375
0.12956,0.938,0.83126,0.74562
0.18269,0.938,0.79610,0.74813
0.34253,0.938,0.81993,0.75625
0.15265,0.938,0.79747,0.74250
0.15611,1.000,0.77353,0.76313
0.43908,0.938,0.80723,0.75062
0.12296,1.000,0.78765,0.75313
0.09592,0.938,0.81485,0.75375
0.29598,0.875,0.78357,0.76000
0.73707,0.812,0.80114,0.74875
0.02597,1.000,0.78717,0.74687
0.08063,1.000,0.78888,0.76125
0.07465,1.000,0.81324,0.74313
0.09932,1.000,0.77085,0.76000
0.24745,0.938,0.82328,0.73875
0.22706,0.875,0.80746,0.74125
0.36530,0.938,0.79395,0.74375
0.11411,1.000,0.80892,0.74500
0.26706,0.938,0.84844,0.74062
0.03809,1.000,0.83762,0.73938
0.26347,0.875,0.86482,0.74000
0.53227,0.875,0.82493,0.74438
0.04269,1.000,0.88032,0.73313
0.02137,1.000,0.91535,0.73125
0.33879,0.938,0.83838,0.75250
0.27622,0.938,0.82958,0.74250
0.03467,1.000,0.82604,0.73750
0.25559,0.875,0.81243,0.73750
0.19611,0.938,0.83556,0.74062
0.13518,0.938,0.87773,0.72688
0.32031,0.875,0.82556,0.74062
0.65675,0.812,0.83047,0.75000
0.72056,0.812,0.85471,0.74125
0.21218,0.938,0.79257,0.76062
0.02459,1.000,0.80990,0.75187
0.33565,0.812,0.83303,0.74687
0.08428,0.938,0.82242,0.74187
0.06685,1.000,0.88688,0.73313
0.45691,0.938,0.83792,0.74250
0.08267,0.938,0.86334,0.74625
0.03711,1.000,0.89007,0.73375
0.36075,0.875,0.81000,0.73438
0.22547,0.875,0.81430,0.74938
