loss,acc,test_loss,test_acc
0.37688,0.875,0.71877,0.76000
0.66318,0.812,0.75941,0.75500
0.34588,0.812,0.81066,0.73938
0.11841,0.938,0.73039,0.75625
0.56709,0.875,0.74446,0.76812
0.22737,0.938,0.75141,0.76438
0.33621,0.875,0.79856,0.75125
0.20570,0.875,0.76201,0.75750
0.13861,1.000,0.77932,0.75000
0.75258,0.688,0.78748,0.74562
0.36366,0.875,0.75892,0.76062
0.13440,0.938,0.79541,0.74750
0.18865,0.938,0.81905,0.73500
0.28300,0.875,0.78854,0.74875
0.41960,0.750,0.87730,0.72375
0.32014,0.812,0.81277,0.74438
0.47181,0.875,0.77346,0.76313
0.36937,0.812,0.75632,0.76438
0.32224,0.938,0.76314,0.75562
0.46827,0.875,0.72986,0.76500
0.39797,0.875,0.76099,0.75062
0.09035,0.938,0.80007,0.74813
0.83885,0.625,0.78638,0.75875
0.16911,1.000,0.83661,0.73375
0.19193,0.938,0.79956,0.74813
0.17867,0.938,0.77717,0.75000
0.41828,0.875,0.73749,0.76687
0.27093,0.875,0.75389,0.75625
0.27449,0.938,0.80298,0.74875
0.52033,0.812,0.80489,0.74875
0.28982,0.875,0.72901,0.76187
0.45921,0.875,0.75297,0.75250
0.32969,0.938,0.80619,0.75000
0.19547,0.875,0.78725,0.74187
0.23313,0.938,0.73720,0.76750
0.36396,0.875,0.75360,0.76125
0.36871,0.875,0.74716,0.75187
0.16630,0.938,0.81583,0.74375
0.13126,0.938,0.76155,0.75750
0.29912,0.875,0.71611,0.77812
0.68024,0.750,0.74534,0.76938
1.28782,0.812,0.75046,0.76313
0.51542,0.812,0.79343,0.75313
0.15883,0.938,0.78249,0.75313
0.53340,0.875,0.82134,0.74500
0.10764,1.000,0.85846,0.73625
0.10930,1.000,0.76625,0.75938
0.47517,0.875,0.81474,0.74875
0.21831,0.875,0.76197,0.76750
0.15861,0.938,0.77728,0.76000
0.64634,0.688,0.79753,0.74750
0.39739,0.750,0.75883,0.76313
0.56362,0.812,0.74222,0.76875
0.18678,0.938,0.78361,0.76250
0.29521,0.875,0.78545,0.74562
0.40736,0.750,0.77868,0.74938
0.06501,1.000,0.87658,0.72313
0.36122,0.875,0.71514,0.76313
0.22730,0.938,0.79678,0.74500
0.25963,0.875,0.76438,0.76125
0.32332,0.938,0.78204,0.75500
0.23693,0.938,0.76210,0.76250
0.35862,0.875,0.73833,0.76187
0.24432,0.938,0.77946,0.75875
0.80632,0.688,0.74440,0.76625
1.02430,0.750,0.80810,0.74313
0.25020,0.875,0.74690,0.76313
0.12553,0.938,0.77079,0.75125
0.37578,0.812,0.78919,0.74813
0.19270,1.000,0.77402,0.75000
0.55815,0.812,0.76054,0.76500
0.14102,0.938,0.73247,0.75875
0.47828,0.812,0.72068,0.77187
