loss,acc,test_loss,test_acc
0.32312,0.938,0.73798,0.74625
0.36367,0.812,0.79571,0.73938
0.52726,0.812,0.78487,0.73500
0.51600,0.750,0.76951,0.73813
0.98529,0.750,0.78989,0.72250
0.41563,0.875,0.74988,0.74313
0.69571,0.750,0.75099,0.74187
0.39891,0.812,0.77610,0.74625
0.85970,0.750,0.76517,0.75438
0.51998,0.750,0.76151,0.74625
0.17429,0.938,0.75123,0.74813
0.47967,0.812,0.74996,0.74062
0.23235,0.938,0.74160,0.76313
0.39784,0.875,0.78518,0.73250
0.52018,0.875,0.73356,0.75562
0.56610,0.875,0.72739,0.76000
0.43240,0.875,0.75144,0.74000
0.36493,0.875,0.72808,0.75750
0.21456,0.938,0.76224,0.73438
0.16747,1.000,0.78089,0.74313
0.59980,0.750,0.76273,0.73813
0.32989,0.938,0.76957,0.73375
0.29724,0.938,0.74173,0.75062
0.25573,1.000,0.75288,0.74750
0.93279,0.812,0.77363,0.74625
0.35354,0.875,0.73779,0.75250
0.21751,0.875,0.76688,0.75000
0.23697,0.875,0.79590,0.73687
0.43852,0.875,0.79853,0.73562
0.36205,0.875,0.82386,0.73000
0.33287,0.812,0.78542,0.72500
0.31877,0.875,0.79080,0.73250
0.46073,0.812,0.79651,0.73813
0.45084,0.812,0.78525,0.73875
0.45648,0.875,0.76796,0.74875
0.45876,0.875,0.75791,0.74875
0.42090,0.812,0.78734,0.74813
0.27198,0.875,0.83011,0.72125
0.80918,0.875,0.83255,0.73875
0.33425,0.938,0.76953,0.75062
0.46872,0.938,0.76364,0.75938
0.34860,0.875,0.84871,0.72937
0.45959,0.812,0.79734,0.72875
0.28997,0.875,0.79025,0.73687
0.62699,0.812,0.82208,0.72250
0.19407,0.938,0.74543,0.75938
0.29985,0.875,0.77784,0.73938
0.35505,0.750,0.75441,0.73875
0.36457,0.875,0.77475,0.72813
0.70310,0.750,0.76397,0.73938
0.48706,0.750,0.82236,0.72625
0.21651,0.875,0.75431,0.74687
0.18635,1.000,0.72555,0.75562
0.14630,1.000,0.73725,0.74187
0.16544,0.938,0.78955,0.74438
0.36500,0.875,0.80700,0.74438
0.31392,0.875,0.76764,0.74625
0.29182,0.938,0.80295,0.74313
0.08632,0.938,0.80273,0.74062
0.64459,0.812,0.78627,0.72937
0.05927,1.000,0.78402,0.73625
0.20045,0.875,0.75016,0.75125
0.47670,0.812,0.84418,0.73125
0.61092,0.688,0.77817,0.74625
0.37651,0.938,0.77343,0.74125
0.68518,0.812,0.80812,0.74625
0.11554,1.000,0.75188,0.75625
0.42172,0.875,0.80241,0.74062
0.27666,0.812,0.81465,0.73188
0.53688,0.812,0.77800,0.74875
0.30939,0.875,0.79578,0.73813
0.38752,0.812,0.78159,0.74500
0.18915,0.938,0.84666,0.72750
0.25878,0.875,0.75769,0.75938
0.22234,0.938,0.79397,0.74750
0.18629,0.938,0.77342,0.75313
0.41589,0.938,0.76771,0.76313
0.54079,0.750,0.76134,0.75375
0.51028,0.812,0.78069,0.73750
0.78591,0.625,0.76560,0.75250
0.11959,1.000,0.81480,0.71250
0.32050,0.938,0.76196,0.75813
0.41262,0.938,0.76020,0.75313
0.21611,0.875,0.79398,0.75313
0.48505,0.938,0.77999,0.73938
0.39071,0.875,0.79438,0.74187
0.54313,0.750,0.76059,0.74562
0.42569,0.812,0.78650,0.74313
0.37446,0.875,0.81997,0.73375
0.42500,0.812,0.76063,0.74938
0.14100,1.000,0.73903,0.76812
0.30083,0.875,0.76488,0.75125
0.15436,0.938,0.76034,0.75875
0.44343,0.812,0.75666,0.74938
0.15800,0.938,0.75027,0.75562
0.28916,0.875,0.79415,0.74938
0.18684,0.938,0.80793,0.74250
0.32580,0.875,0.74973,0.75625
0.30552,0.875,0.78927,0.75125
1.05864,0.625,0.76958,0.74625
0.51628,0.812,0.78733,0.75750
0.12744,1.000,0.79714,0.74187
0.43476,0.812,0.78917,0.75250
0.43703,0.875,0.72026,0.75500
0.32818,0.875,0.74266,0.75813
0.32785,0.938,0.72865,0.76187
0.39463,0.812,0.75587,0.75750
0.17976,0.938,0.75865,0.75562
0.79412,0.938,0.74967,0.75062
0.43320,0.875,0.73806,0.76313
0.08369,0.938,0.77437,0.73313
0.80921,0.750,0.76647,0.74500
0.22146,0.875,0.76600,0.75062
0.17188,1.000,0.77258,0.75250
0.49242,0.812,0.78232,0.74187
0.67745,0.750,0.76111,0.75438
0.22365,0.875,0.79248,0.73875
0.51439,0.750,0.79439,0.74125
0.22751,0.875,0.76366,0.76438
0.09143,1.000,0.77382,0.74250
0.41959,0.812,0.76783,0.74187
0.48190,0.875,0.74754,0.74875
0.01870,1.000,0.76807,0.74938
0.06925,1.000,0.76835,0.74750
0.89133,0.625,0.79356,0.74750
0.58928,0.875,0.81384,0.74375
0.49585,0.812,0.78727,0.74687
0.05398,1.000,0.75616,0.75000
0.19931,0.875,0.75646,0.76750
0.32647,0.812,0.75494,0.75375
0.20599,0.938,0.78263,0.75313
0.09848,0.938,0.79117,0.75000
0.14911,0.938,0.86910,0.72937
0.22768,0.875,0.88346,0.72562
0.27572,0.812,0.80277,0.74313
0.56120,0.812,0.79528,0.73500
1.39721,0.750,0.78551,0.74125
0.11036,1.000,0.76466,0.74813
0.12316,1.000,0.80310,0.74813
0.18303,1.000,0.78379,0.75875
0.59955,0.812,0.80631,0.73687
0.58922,0.812,0.75400,0.76187
0.17012,0.938,0.76064,0.76062
0.30745,0.812,0.73281,0.77000
0.39554,0.938,0.74155,0.76000
0.27049,0.938,0.76324,0.75250
0.21646,0.938,0.74884,0.75500
0.14430,1.000,0.76832,0.74562
0.46094,0.938,0.77219,0.75250
0.44663,0.812,0.75451,0.75500
0.60208,0.750,0.76275,0.75187
0.37186,0.812,0.77670,0.74562
0.20826,0.875,0.74952,0.77312
0.23665,0.875,0.74449,0.76375
0.37228,0.875,0.79449,0.75187
0.09669,0.938,0.76398,0.76187
0.10014,1.000,0.79581,0.76250
0.09138,1.000,0.77732,0.74750
0.77727,0.875,0.76544,0.75000
0.64336,0.750,0.83225,0.73687
0.05933,1.000,0.78847,0.74938
0.27449,0.875,0.78915,0.74625
0.58711,0.875,0.87459,0.73313
0.52854,0.812,0.81986,0.74687
0.12864,1.000,0.81659,0.74313
0.09951,1.000,0.77193,0.75813
0.34132,0.938,0.76855,0.74750
0.13252,0.938,0.79262,0.74187
0.12194,1.000,0.79968,0.75500
0.23027,0.938,0.77602,0.74625
0.44328,0.938,0.77220,0.75250
0.24840,0.938,0.84270,0.73000
0.09750,1.000,0.76061,0.75000
0.14905,0.938,0.76201,0.74562
0.63263,0.688,0.76200,0.75313
0.14507,0.938,0.80075,0.74438
0.36455,0.812,0.82954,0.73500
0.31390,0.875,0.77152,0.74313
0.19231,0.938,0.77289,0.74813
0.29127,0.875,0.79453,0.74750
0.13103,0.938,0.80534,0.75000
0.08690,1.000,0.80317,0.74250
0.26356,0.938,0.76384,0.75500
0.30891,0.812,0.77488,0.75438
0.09927,1.000,0.81943,0.74250
0.25281,0.875,0.78605,0.75000
0.44819,0.812,0.78607,0.74750
0.29018,0.875,0.80263,0.72813
0.41565,0.938,0.74477,0.76562
0.16942,0.938,0.75235,0.74625
0.26048,0.875,0.80316,0.74813
0.16099,0.938,0.79029,0.75125
0.37805,0.875,0.81541,0.76125
0.32864,0.875,0.83747,0.74813
0.26237,0.938,0.78324,0.75438
0.27852,0.938,0.81085,0.75813
0.28173,0.938,0.80000,0.75562
0.66349,0.750,0.76535,0.76125
0.15587,0.938,0.81599,0.75250
0.15638,0.875,0.76327,0.76562
0.28558,0.938,0.75789,0.76500
0.21738,0.938,0.78156,0.75125
0.17059,0.938,0.76735,0.76438
0.36589,0.812,0.80189,0.75000
0.08779,1.000,0.77083,0.75687
0.09574,0.938,0.78951,0.75750
0.18046,0.938,0.78574,0.75375
0.48571,0.875,0.76257,0.75375
0.53232,0.875,0.84034,0.72688
0.39528,0.938,0.75346,0.76250
0.87085,0.812,0.81165,0.74313
0.45759,0.875,0.77700,0.75438
0.17845,0.938,0.74654,0.75438
0.22241,0.938,0.79046,0.74938
0.16827,0.938,0.74733,0.76062
0.46059,0.875,0.78151,0.75125
0.11729,1.000,0.75044,0.74625
0.10379,1.000,0.77151,0.76000
0.44590,0.812,0.76090,0.75938
0.19390,0.938,0.77420,0.74625
