loss,acc,test_loss,test_acc
0.83652,0.625,0.70886,0.77812
0.18508,1.000,0.67742,0.77063
0.11444,1.000,0.64509,0.78750
0.49787,0.875,0.69747,0.77438
0.74907,0.812,0.68868,0.77687
0.58067,0.812,0.67586,0.78312
0.21893,0.938,0.67233,0.79000
0.51910,0.875,0.66886,0.78375
0.41986,0.875,0.65488,0.78312
0.39513,0.812,0.65671,0.78812
0.34733,0.875,0.66261,0.78687
0.54211,0.875,0.70330,0.77250
0.24141,0.875,0.69402,0.78125
0.28938,0.938,0.70768,0.77250
0.50913,0.875,0.75879,0.75500
0.14178,1.000,0.69936,0.76875
0.68221,0.750,0.70719,0.77125
0.34245,0.875,0.68029,0.77750
0.17814,0.938,0.66277,0.79063
0.31080,0.875,0.69095,0.77438
0.31705,0.938,0.70174,0.77312
0.89708,0.812,0.74259,0.76687
0.14381,1.000,0.72725,0.76812
0.58065,0.875,0.70709,0.77563
0.32866,0.938,0.67721,0.78687
0.44104,0.875,0.66701,0.77812
0.22291,0.938,0.69396,0.77938
1.11224,0.750,0.67779,0.78375
0.46038,0.750,0.66824,0.77875
0.41983,0.688,0.67706,0.78000
0.05214,1.000,0.66973,0.79187
0.16545,0.938,0.68313,0.78687
0.19124,1.000,0.70530,0.77875
0.44843,0.875,0.69006,0.78625
0.11298,1.000,0.69142,0.79063
1.04409,0.625,0.71389,0.77938
0.21055,0.875,0.69398,0.78000
0.22631,0.875,0.69481,0.78563
0.13109,1.000,0.66177,0.78875
0.16283,0.938,0.69346,0.77812
0.41663,0.875,0.67960,0.78250
0.52765,0.875,0.68631,0.77875
0.67327,0.812,0.65961,0.78187
0.41564,0.812,0.65225,0.78438
0.75238,0.812,0.67083,0.78563
0.12939,0.938,0.67976,0.78750
0.43095,0.875,0.65812,0.80250
0.12134,1.000,0.71214,0.77938
0.14597,0.938,0.69125,0.78125
0.49499,0.875,0.76318,0.76375
0.53787,0.938,0.73586,0.77187
0.27522,0.938,0.70740,0.78125
0.32986,0.875,0.68706,0.78312
0.17713,0.938,0.71414,0.76375
0.26659,0.875,0.65255,0.79063
0.46837,0.812,0.68466,0.77250
0.23988,0.938,0.69378,0.78250
0.14323,1.000,0.68255,0.78000
0.21522,0.938,0.72210,0.77938
0.14880,0.938,0.70822,0.78375
0.16703,1.000,0.68682,0.77563
0.30344,0.875,0.68684,0.78500
0.43948,0.875,0.66580,0.78875
0.30806,0.938,0.69387,0.77875
0.51296,0.812,0.70993,0.78063
0.31869,0.875,0.68454,0.77687
0.16110,0.938,0.70564,0.76687
0.56951,0.875,0.70249,0.76812
0.15897,0.938,0.68820,0.77063
0.50238,0.938,0.69263,0.76938
0.50727,0.812,0.67799,0.78187
0.55655,0.812,0.71154,0.76313
0.31598,0.812,0.65044,0.78563
0.99818,0.750,0.64357,0.78875
0.12764,0.938,0.67831,0.78375
0.15251,1.000,0.67547,0.78500
0.58603,0.812,0.68782,0.78187
0.08271,1.000,0.70440,0.78312
0.32723,0.812,0.71392,0.78125
0.10902,1.000,0.70071,0.77250
0.02824,1.000,0.72206,0.76625
0.35936,0.875,0.71356,0.77250
0.17203,0.938,0.74050,0.77187
0.10016,1.000,0.70238,0.79000
0.22085,0.938,0.69204,0.78187
0.16794,0.938,0.67815,0.79187
0.07423,1.000,0.69568,0.77875
0.18409,0.938,0.69642,0.78187
0.08885,1.000,0.70759,0.77812
0.06178,1.000,0.66361,0.79937
0.27122,0.875,0.68091,0.78625
0.25728,0.875,0.71214,0.77250
0.50513,0.750,0.67371,0.77312
0.44429,0.875,0.68607,0.77687
0.16728,0.875,0.68182,0.77812
0.03318,1.000,0.70734,0.76875
0.17833,0.875,0.68586,0.77750
0.27240,0.938,0.68552,0.78812
0.45134,0.812,0.68682,0.78250
0.07143,1.000,0.69870,0.77063
0.06697,1.000,0.69034,0.78125
0.43423,0.812,0.67484,0.79000
0.18091,0.938,0.69166,0.77687
0.26253,0.938,0.69806,0.78750
0.15801,1.000,0.69134,0.77750
0.10044,0.938,0.68894,0.77875
0.06597,1.000,0.68204,0.78563
0.03004,1.000,0.68416,0.78063
0.10053,0.938,0.70510,0.77875
0.17502,0.938,0.70405,0.78312
0.50424,0.875,0.71026,0.77750
0.26017,0.875,0.69730,0.79250
0.21605,0.938,0.74467,0.76938
0.06333,1.000,0.69706,0.78375
0.42315,0.812,0.69321,0.78563
0.29639,0.875,0.72214,0.77687
0.88489,0.812,0.74173,0.77563
0.11500,1.000,0.70645,0.77563
0.05740,1.000,0.72526,0.78438
0.35509,0.875,0.71983,0.77750
0.59656,0.812,0.70022,0.77500
0.41156,0.750,0.72378,0.77187
0.26567,0.875,0.68460,0.78938
0.18880,0.938,0.71698,0.77250
0.06013,1.000,0.69054,0.78063
0.27768,0.938,0.71143,0.78375
0.61945,0.812,0.68562,0.78438
0.27123,0.875,0.70506,0.78000
0.33568,0.938,0.70614,0.77938
0.42870,0.938,0.71202,0.78000
0.19802,0.938,0.68814,0.77875
0.65677,0.750,0.69213,0.78563
0.67062,0.750,0.69525,0.79000
0.05716,1.000,0.74281,0.77125
0.01542,1.000,0.71936,0.77438
0.25615,0.938,0.70479,0.77875
0.19978,0.938,0.69516,0.79187
0.25646,0.812,0.68712,0.78375
0.13486,1.000,0.70348,0.78938
0.56147,0.750,0.69483,0.79063
0.49615,0.750,0.67967,0.79375
0.19158,0.938,0.68472,0.78187
0.16117,0.938,0.69746,0.78312
0.07020,1.000,0.69551,0.78000
0.05279,1.000,0.72143,0.77187
0.39624,0.812,0.77210,0.75938
0.20973,0.875,0.75041,0.76562
0.09078,1.000,0.71774,0.78375
0.16100,1.000,0.70478,0.78125
0.35157,0.812,0.74467,0.77375
0.37145,0.938,0.72454,0.78187
0.18547,0.875,0.74309,0.77250
0.15971,0.938,0.76026,0.77312
0.28220,0.875,0.71002,0.78812
0.45088,0.812,0.70952,0.78063
0.14517,0.938,0.72124,0.77563
0.26196,0.875,0.72652,0.77500
0.16470,0.938,0.72142,0.78938
0.07097,1.000,0.69936,0.78312
0.08113,1.000,0.66447,0.79312
0.04134,1.000,0.72614,0.77687
0.47670,0.938,0.72637,0.77563
0.17605,0.938,0.70617,0.77938
0.42790,0.875,0.71141,0.78187
0.77315,0.812,0.70353,0.77938
0.27742,0.875,0.74134,0.77187
0.35623,0.875,0.70849,0.78687
0.19063,0.938,0.69215,0.78438
0.33144,0.875,0.70587,0.78500
0.18331,0.938,0.69838,0.80063
0.04344,1.000,0.68010,0.79063
0.47251,0.875,0.67988,0.78938
0.15752,0.938,0.68776,0.79000
0.25323,0.938,0.68885,0.78187
0.11346,0.938,0.67486,0.78625
0.21628,0.875,0.66702,0.80000
0.01800,1.000,0.72569,0.78187
0.03303,1.000,0.73673,0.78500
0.10362,1.000,0.77694,0.78063
0.59907,0.750,0.69738,0.78875
0.06280,1.000,0.70365,0.78250
0.34609,0.812,0.74562,0.77375
0.36709,0.875,0.73836,0.78312
0.04047,1.000,0.72261,0.78063
0.36960,0.875,0.71782,0.78063
0.12289,1.000,0.73159,0.77438
0.49422,0.875,0.68811,0.78187
0.36636,0.812,0.70133,0.78312
0.21282,0.938,0.71647,0.77125
0.25554,0.875,0.73172,0.77438
0.30745,0.875,0.73746,0.78187
0.15669,0.938,0.74359,0.77438
0.67484,0.875,0.73052,0.77750
0.60083,0.812,0.70370,0.78125
0.22441,0.938,0.67459,0.79125
0.05093,1.000,0.67507,0.78750
0.22190,0.938,0.70261,0.78750
0.45845,0.875,0.71901,0.77687
0.18577,0.875,0.68024,0.79125
0.58818,0.812,0.71086,0.77812
0.61828,0.875,0.72684,0.77375
0.10980,0.938,0.72494,0.77625
