loss,acc,test_loss,test_acc
0.61129,0.875,0.81146,0.75813
0.51897,0.875,0.81514,0.75750
0.02829,1.000,0.86838,0.75813
0.27570,0.875,0.86941,0.75438
0.29247,0.938,0.87522,0.74687
0.17014,0.938,0.86515,0.75687
0.08848,0.938,0.87472,0.75687
0.33762,0.812,0.86763,0.75187
0.13972,0.938,0.84507,0.74500
0.23940,0.938,0.88306,0.73875
0.13897,0.938,0.79302,0.74187
0.31380,0.812,0.82959,0.73062
0.18529,0.938,0.88439,0.74187
0.26385,0.938,0.78759,0.75625
0.24563,0.875,0.79267,0.76313
0.12492,0.938,0.81197,0.75750
0.32364,0.938,0.83313,0.74438
0.20057,0.875,0.78604,0.75438
0.09229,1.000,0.83385,0.75000
0.04165,1.000,0.87621,0.74687
0.21094,0.938,0.84418,0.74875
0.06222,1.000,0.81154,0.74813
0.06184,1.000,0.79163,0.76500
0.13886,0.938,0.79346,0.76375
0.47549,0.750,0.81189,0.75250
0.04195,1.000,0.79969,0.76438
0.21787,0.938,0.79432,0.76375
0.46828,0.812,0.79846,0.76687
0.02675,1.000,0.84094,0.75062
0.15741,0.938,0.81594,0.76438
0.02919,1.000,0.78211,0.76687
0.16994,0.938,0.81249,0.75938
0.04537,1.000,0.82035,0.76313
0.14650,0.938,0.83477,0.76625
0.81332,0.875,0.81194,0.75687
0.02289,1.000,0.83692,0.75750
0.03973,1.000,0.88485,0.74625
0.18023,0.938,0.84521,0.76062
0.05094,1.000,0.91940,0.74625
0.20269,0.938,0.88867,0.75000
0.12108,0.938,0.85660,0.74750
0.03442,1.000,0.83374,0.76500
0.09261,0.938,0.83812,0.74313
0.47369,0.875,0.83728,0.75062
0.20311,0.875,0.82701,0.75062
0.07423,1.000,0.83303,0.74938
0.33303,0.812,0.82459,0.76062
0.01828,1.000,0.81297,0.75750
0.07304,0.938,0.83350,0.75250
0.43209,0.812,0.84383,0.76125
0.06071,1.000,0.85169,0.75250
0.04014,1.000,0.81385,0.75938
0.11351,1.000,0.82666,0.74625
0.61042,0.875,0.81495,0.75500
0.10384,1.000,0.81290,0.76750
0.66814,0.750,0.79834,0.76375
0.01656,1.000,0.79862,0.76250
0.08810,1.000,0.79960,0.77125
0.50097,0.938,0.83345,0.74938
0.29648,0.938,0.79738,0.75062
0.10826,0.938,0.83885,0.76000
0.01115,1.000,0.82300,0.76625
0.03558,1.000,0.87322,0.76187
0.16040,0.938,0.89697,0.74375
0.21321,0.938,0.83959,0.77063
0.05435,1.000,0.80679,0.76250
0.01491,1.000,0.85229,0.76500
0.03187,1.000,0.85649,0.74375
0.06161,1.000,0.87015,0.75813
0.19190,0.875,0.87096,0.75125
0.15598,0.938,0.88701,0.75438
0.07302,1.000,0.84332,0.75938
0.20083,0.938,0.85978,0.75562
0.34460,0.938,0.86113,0.76375
0.01334,1.000,0.84941,0.76187
0.15132,0.938,0.78841,0.74438
0.03555,1.000,0.83774,0.75625
0.10137,0.938,0.85882,0.76938
0.51175,0.938,0.72676,0.75125
0.34748,0.875,0.82196,0.75125
0.08814,0.938,0.80994,0.75375
0.32144,0.875,0.86201,0.75625
0.02515,1.000,0.87975,0.75375
0.04518,1.000,0.85278,0.76062
0.16282,0.938,0.82669,0.75125
0.13925,0.938,0.76617,0.74438
0.25779,0.875,0.75598,0.73750
0.02179,1.000,0.79713,0.75000
0.04800,1.000,0.84546,0.75813
0.00817,1.000,0.80427,0.75687
0.21210,0.938,0.85534,0.75938
0.33992,0.875,0.80640,0.74062
0.53849,0.812,0.82897,0.75562
0.07816,0.938,0.84205,0.74250
0.05283,1.000,0.87484,0.76125
0.19984,0.875,0.80896,0.74250
0.20798,0.938,0.86252,0.75250
0.06475,1.000,0.84757,0.75313
0.02894,1.000,0.87889,0.76375
0.07904,1.000,0.90484,0.75938
0.01770,1.000,0.87846,0.76750
0.60168,0.875,0.85822,0.76500
0.01485,1.000,0.88310,0.75938
0.09016,1.000,0.87664,0.75187
0.10365,0.938,0.84788,0.75250
0.21813,0.875,0.76416,0.75000
0.01886,1.000,0.87421,0.75875
0.04156,1.000,0.84717,0.75375
0.00715,1.000,0.83862,0.75250
0.14268,0.938,0.88586,0.75938
0.47302,0.875,0.85760,0.75813
0.35767,0.938,0.85869,0.75687
0.25965,0.812,0.80755,0.75625
0.13444,0.938,0.85387,0.75562
0.41190,0.875,0.88637,0.75687
0.11419,0.938,0.80526,0.75062
0.04747,1.000,0.84019,0.74938
0.11170,0.875,0.76134,0.73313
0.17828,0.938,0.80975,0.74813
0.04865,1.000,0.77898,0.74062
0.08584,0.938,0.82925,0.74750
0.06614,1.000,0.86092,0.76000
0.75934,0.812,0.84550,0.74500
0.01224,1.000,0.83393,0.75813
0.11069,0.938,0.84286,0.74562
0.56869,0.812,0.84444,0.75438
0.03475,1.000,0.82220,0.75438
0.11638,1.000,0.82851,0.76125
0.20634,0.875,0.77102,0.73000
0.39770,0.875,0.89121,0.75562
0.03604,1.000,0.87465,0.75438
0.02838,1.000,0.88213,0.76062
0.05105,1.000,0.88167,0.76438
0.01219,1.000,0.83547,0.75875
0.24477,0.875,0.78153,0.75000
0.31752,0.875,0.81703,0.75313
0.11789,0.938,0.74948,0.76562
0.00976,1.000,0.73481,0.75562
0.55362,0.812,0.75446,0.74750
0.10691,0.938,0.77049,0.75438
0.03486,1.000,0.77876,0.75062
0.15318,0.938,0.81552,0.75062
0.33624,0.938,0.82619,0.74875
0.44593,0.875,0.81045,0.75500
0.25955,0.938,0.85801,0.76187
0.04716,1.000,0.79161,0.74750
0.23512,0.938,0.81633,0.76438
0.13330,0.875,0.85179,0.76375
0.01904,1.000,0.79654,0.74813
0.02853,1.000,0.84211,0.75562
0.04658,1.000,0.84135,0.75625
0.73855,0.875,0.84599,0.75687
0.02038,1.000,0.84711,0.74813
0.58124,0.688,0.88681,0.75875
0.01024,1.000,0.84269,0.76000
0.01862,1.000,0.86026,0.75313
0.03882,1.000,0.82910,0.74438
0.33523,0.875,0.83151,0.75750
0.02490,1.000,0.83944,0.75062
0.03362,1.000,0.83176,0.75125
0.02795,1.000,0.76355,0.74687
0.15032,0.938,0.82065,0.75187
0.06356,1.000,0.80900,0.74187
0.07896,1.000,0.79367,0.75687
0.41454,0.938,0.78948,0.75438
0.02675,1.000,0.78034,0.75125
0.11152,0.938,0.77914,0.75000
0.17289,0.875,0.78221,0.76750
0.05810,0.938,0.80688,0.76187
0.05564,1.000,0.80201,0.75250
0.15151,0.938,0.75511,0.76625
0.03661,1.000,0.76070,0.74813
0.53826,0.812,0.84862,0.75687
0.44092,0.938,0.80854,0.75875
0.04516,1.000,0.78522,0.75875
0.05751,1.000,0.80488,0.75562
0.06707,0.938,0.79369,0.74687
0.23389,0.938,0.76642,0.74187
0.04207,1.000,0.87634,0.76687
0.24575,0.875,0.77228,0.75438
0.03506,1.000,0.85911,0.75562
0.21378,0.938,0.84219,0.74938
0.14085,0.938,0.82960,0.75125
0.02460,1.000,0.87239,0.75938
0.08244,0.938,0.81087,0.76625
0.02444,1.000,0.74801,0.75125
0.07919,1.000,0.79532,0.75187
0.06475,1.000,0.82524,0.75813
0.07025,0.938,0.77620,0.75375
0.13998,0.875,0.82290,0.76062
0.05514,1.000,0.76944,0.75750
0.38581,0.938,0.83637,0.76375
0.02545,1.000,0.86243,0.76125
0.05464,1.000,0.82276,0.76313
0.47521,0.875,0.85896,0.76500
0.11336,0.938,0.79879,0.75187
0.11307,0.938,0.88516,0.76562
0.09471,0.938,0.84521,0.75875
0.12169,0.938,0.85588,0.76187
0.03478,1.000,0.82068,0.75313
0.00610,1.000,0.81727,0.76187
0.02602,1.000,0.82439,0.74875
0.12969,0.938,0.82699,0.75250
0.01678,1.000,0.83721,0.76250
0.00645,1.000,0.81275,0.75562
0.03312,1.000,0.79357,0.75875
0.12341,0.938,0.76886,0.76062
0.01394,1.000,0.84953,0.76812
0.05741,1.000,0.84894,0.76562
0.05590,1.000,0.83633,0.75750
0.02909,1.000,0.78643,0.75187
0.10962,0.938,0.75410,0.73938
0.02442,1.000,0.81233,0.76125
0.13041,0.938,0.75390,0.75375
0.03779,1.000,0.83233,0.76250
0.00486,1.000,0.83033,0.76375
0.04647,1.000,0.78400,0.75000
0.01510,1.000,0.83413,0.76875
0.19286,0.938,0.81050,0.76313
0.04507,1.000,0.81108,0.75875
0.37394,0.875,0.88163,0.67750
1.03198,0.688,0.82229,0.72937
0.13878,0.938,0.85649,0.74125
0.34405,0.812,0.89113,0.75125
0.08334,1.000,0.86402,0.75938
0.53647,0.812,0.88018,0.75562
0.06806,1.000,0.87868,0.75813
0.11842,1.000,0.85423,0.77125
0.16378,0.938,0.88694,0.76750
0.04176,1.000,0.87233,0.76125
0.06432,0.938,0.85963,0.76750
0.00746,1.000,0.85842,0.76687
0.01923,1.000,0.86014,0.76938
0.12816,0.938,0.82289,0.74813
0.22364,0.938,0.83127,0.76438
0.03866,1.000,0.76970,0.75813
0.06032,1.000,0.80816,0.75438
0.05433,0.938,0.79137,0.76187
0.03414,1.000,0.82777,0.77312
0.08565,1.000,0.76608,0.75313
0.04456,1.000,0.75349,0.76125
0.01131,1.000,0.79474,0.76062
0.01249,1.000,0.82995,0.77187
0.12652,0.938,0.85265,0.76500
0.01495,1.000,0.82483,0.76375
0.00948,1.000,0.79106,0.75625
0.52174,0.875,0.79026,0.76187
0.08169,1.000,0.77462,0.75500
0.13949,0.875,0.79851,0.75813
0.45236,0.875,0.76706,0.76438
0.33844,0.875,0.81854,0.75562
0.14947,0.938,0.81199,0.76125
0.17602,0.938,0.79130,0.75750
0.02537,1.000,0.86341,0.77000
0.00577,1.000,0.79118,0.75938
0.05674,1.000,0.74976,0.75813
0.03845,1.000,0.83912,0.77187
0.10637,0.938,0.74424,0.74687
0.05820,0.938,0.84480,0.76000
0.03200,1.000,0.84933,0.76438
0.14705,0.938,0.83839,0.76062
0.01190,1.000,0.84101,0.76562
0.00668,1.000,0.81831,0.76375
0.05933,1.000,0.79540,0.75938
1.03315,0.812,0.82546,0.75000
0.12722,0.938,0.80051,0.74938
0.02610,1.000,0.77636,0.74813
0.10383,1.000,0.74896,0.75187
